"qseqid","sseqid","protein","drugs","nod","pident","len","mis","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"746657059","AJD79028.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657059","AJD79028.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657057","AJD79027.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657057","AJD79027.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657057","AJD79027.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657057","AJD79027.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657055","AJD79026.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657055","AJD79026.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657055","AJD79026.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657055","AJD79026.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657053","AJD79025.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657053","AJD79025.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657053","AJD79025.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657053","AJD79025.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657051","AJD79024.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657051","AJD79024.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657051","AJD79024.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657051","AJD79024.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657049","AJD79023.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657049","AJD79023.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657049","AJD79023.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657049","AJD79023.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657047","AJD79022.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657047","AJD79022.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657047","AJD79022.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657047","AJD79022.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657045","AJD79021.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657045","AJD79021.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657045","AJD79021.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657045","AJD79021.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657043","AJD79020.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657043","AJD79020.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657043","AJD79020.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657043","AJD79020.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657041","AJD79019.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657041","AJD79019.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657041","AJD79019.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657041","AJD79019.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657039","AJD79018.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657039","AJD79018.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657039","AJD79018.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657039","AJD79018.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657037","AJD79017.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657037","AJD79017.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657037","AJD79017.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657037","AJD79017.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657035","AJD79016.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657035","AJD79016.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657035","AJD79016.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657035","AJD79016.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657033","AJD79015.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657033","AJD79015.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657033","AJD79015.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657033","AJD79015.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657031","AJD79014.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657031","AJD79014.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657031","AJD79014.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657031","AJD79014.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657029","AJD79013.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657029","AJD79013.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657029","AJD79013.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657029","AJD79013.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657027","AJD79012.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657027","AJD79012.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657027","AJD79012.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657027","AJD79012.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657025","AJD79011.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657025","AJD79011.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657025","AJD79011.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657025","AJD79011.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657023","AJD79010.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657023","AJD79010.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657023","AJD79010.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657023","AJD79010.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657021","AJD79009.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657021","AJD79009.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657021","AJD79009.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657021","AJD79009.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657019","AJD79008.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657019","AJD79008.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657019","AJD79008.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657019","AJD79008.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657017","AJD79007.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657017","AJD79007.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657017","AJD79007.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657017","AJD79007.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657015","AJD79006.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657015","AJD79006.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657015","AJD79006.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657015","AJD79006.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657013","AJD79005.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657013","AJD79005.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657013","AJD79005.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657013","AJD79005.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657011","AJD79004.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657011","AJD79004.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657011","AJD79004.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657011","AJD79004.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657009","AJD79003.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657009","AJD79003.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657009","AJD79003.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657009","AJD79003.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657007","AJD79002.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657007","AJD79002.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657007","AJD79002.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657007","AJD79002.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"746657005","AJD79001.1","Genome polyprotein","DB04473","1","72.39","326","88","2","1","325","2960","3284","8.00E-159","493"
"746657005","AJD79001.1","Genome polyprotein","DB01693 DB01752","2","69.85","325","97","1","1","325","2959","3282","4.00E-153","477"
"746657005","AJD79001.1","Genome polyprotein","DB04137","1","25.26","190","96","6","64","242","3614","3768","4.00E-06","45.8"
"746657005","AJD79001.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","102","141","280","321","5.2","26.6"
"937547785","ALI57109.1","Genome polyprotein","DB04473","1","58.59","99","40","1","1","99","242","339","7.00E-34","124"
"937547785","ALI57109.1","Genome polyprotein","DB04473","1","58.33","96","39","1","1","96","520","614","1.00E-33","123"
"937547785","ALI57109.1","Genome polyprotein","DB01693 DB01752","2","58.59","99","40","1","1","99","522","619","2.00E-33","122"
"937547785","ALI57109.1","Lysine--tRNA ligase","DB00123","1","43.33","30","17","0","22","51","2","31","0.46","26.9"
"937547785","ALI57109.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","28.33","60","43","0","43","102","161","220","0.63","26.6"
"937547785","ALI57109.1","Acetyl-CoA carboxylase 1","DB00121","1","46.43","28","15","0","71","98","661","688","4.1","24.3"
"937547783","ALI57108.1","Genome polyprotein","DB04473","1","58.59","99","40","1","1","99","242","339","7.00E-34","124"
"937547783","ALI57108.1","Genome polyprotein","DB04473","1","58.33","96","39","1","1","96","520","614","1.00E-33","123"
"937547783","ALI57108.1","Genome polyprotein","DB01693 DB01752","2","58.59","99","40","1","1","99","522","619","2.00E-33","122"
"937547783","ALI57108.1","Lysine--tRNA ligase","DB00123","1","43.33","30","17","0","22","51","2","31","0.46","26.9"
"937547783","ALI57108.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","28.33","60","43","0","43","102","161","220","0.63","26.6"
"937547783","ALI57108.1","Acetyl-CoA carboxylase 1","DB00121","1","46.43","28","15","0","71","98","661","688","4.1","24.3"
"937547781","ALI57107.1","Genome polyprotein","DB04473","1","58.59","99","40","1","1","99","242","339","7.00E-34","124"
"937547781","ALI57107.1","Genome polyprotein","DB04473","1","58.33","96","39","1","1","96","520","614","1.00E-33","123"
"937547781","ALI57107.1","Genome polyprotein","DB01693 DB01752","2","58.59","99","40","1","1","99","522","619","2.00E-33","122"
"937547781","ALI57107.1","Lysine--tRNA ligase","DB00123","1","43.33","30","17","0","22","51","2","31","0.46","26.9"
"937547781","ALI57107.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","28.33","60","43","0","43","102","161","220","0.63","26.6"
"937547781","ALI57107.1","Acetyl-CoA carboxylase 1","DB00121","1","46.43","28","15","0","71","98","661","688","4.1","24.3"
